user,total_pos_rating,total_neg_rating,total_pos_pur,total_neg_pur
4870,426614,100846,349100,178360
4871,426672,100858,349167,178363
4872,426739,100868,349231,178376
4873,427108,100977,349523,178562
4874,427210,100992,349615,178587
4875,427345,101018,349745,178618
4876,427398,101027,349805,178620
4877,427721,101101,350069,178753
4878,427751,101106,350089,178768
4879,428093,101199,350357,178935
4880,428157,101212,350418,178951
4881,428383,101264,350593,179054
4882,428394,101266,350600,179060
4883,428433,101273,350639,179067
4884,428747,101346,350877,179216
4885,428782,101350,350886,179246
4886,428786,101352,350887,179251
4887,429031,101405,351066,179370
4888,429270,101458,351250,179478
4889,429313,101468,351303,179478
4890,429381,101477,351367,179491
4891,429386,101481,351367,179500
4892,429459,101497,351449,179507
4893,429498,101505,351482,179521
4894,429815,101573,351717,179671
4895,429821,101575,351723,179673
4896,429960,101604,351827,179737
4897,430007,101612,351881,179738
4898,430024,101616,351885,179755
4899,430027,101617,351887,179757
4900,430272,101675,352090,179857
4901,430593,101741,352328,180006
4902,430599,101741,352329,180011
4903,430615,101745,352333,180027
4904,430665,101753,352389,180029
4905,430709,101770,352445,180034
4906,430716,101772,352450,180038
4907,430760,101781,352501,180040
4908,430782,101787,352506,180063
4909,430873,101805,352564,180114
4910,430882,101809,352568,180123
4911,430901,101813,352578,180136
4912,431049,101847,352695,180201
4913,431179,101882,352786,180275
4914,431190,101884,352790,180284
4915,431265,101910,352856,180319
4916,431318,101918,352914,180322
4917,431610,101983,353137,180456
4918,431741,102005,353278,180468
4919,431768,102016,353295,180489
4920,431785,102021,353309,180497
4921,432044,102080,353499,180625
4922,432056,102085,353514,180627
4923,432084,102091,353528,180647
4924,432144,102100,353592,180652
4925,432288,102132,353724,180696
4926,432290,102132,353725,180697
4927,432467,102176,353854,180789
4928,432470,102178,353855,180793
4929,432476,102184,353860,180800
4930,432484,102189,353863,180810
4931,432491,102189,353867,180813
4932,432654,102232,354032,180854
4933,432866,102288,354193,180961
4934,433214,102365,354473,181106
4935,433520,102446,354699,181267
4936,433528,102453,354703,181278
4937,433532,102453,354705,181280
4938,433542,102455,354710,181287
4939,433665,102493,354807,181351
4940,433793,102535,354918,181410
4941,433979,102585,355055,181509
4942,434023,102595,355100,181518
4943,434078,102601,355155,181524
4944,434273,102653,355300,181626
4945,434297,102659,355317,181639
4946,434309,102663,355324,181648
4947,434561,102719,355521,181759
4948,434629,102727,355576,181780
4949,434639,102733,355581,181791
4950,434942,102809,355838,181913
4951,434969,102815,355854,181930
4952,434984,102821,355855,181950
4953,435011,102823,355878,181956
4954,435095,102839,355963,181971
4955,435223,102872,356061,182034
4956,435401,102913,356203,182111
4957,435415,102916,356208,182123
4958,435445,102923,356240,182128
4959,435464,102926,356247,182143
4960,435575,102942,356362,182155
4961,435577,102942,356362,182157
4962,435627,102948,356413,182162
4963,435843,103003,356676,182170
4964,435873,103009,356706,182176
4965,435876,103009,356708,182177
4966,435884,103009,356715,182178
4967,435899,103011,356726,182184
4968,435902,103015,356728,182189
4969,435950,103021,356766,182205
4970,435999,103031,356823,182207
4971,436332,103119,357089,182362
4972,436347,103122,357099,182370
4973,436363,103124,357109,182378
4974,436439,103143,357191,182391
4975,436496,103152,357251,182397
4976,436559,103167,357313,182413
4977,436599,103177,357351,182425
4978,436657,103187,357403,182441
4979,436787,103221,357530,182478
4980,436799,103224,357534,182489
4981,436941,103264,357652,182553
4982,437098,103311,357779,182630
4983,437110,103313,357790,182633
4984,437112,103313,357791,182634
4985,437238,103342,357883,182697
4986,437475,103404,358073,182806
4987,437501,103409,358101,182809
4988,437615,103435,358188,182862
4989,437767,103470,358313,182924
4990,438116,103549,358580,183085
4991,438129,103552,358592,183089
4992,438507,103635,358855,183287
4993,438508,103636,358857,183287
4994,438516,103639,358859,183296
4995,438558,103648,358902,183304
4996,438773,103690,359073,183390
4997,438937,103733,359201,183469
4998,439031,103761,359308,183484
4999,439039,103764,359308,183495
5000,439039,103764,359308,183495
5001,439082,103780,359362,183500
5002,439108,103787,359389,183506
5003,439429,103861,359644,183646
5004,439604,103905,359811,183698
5005,439803,103958,359961,183800
5006,439842,103965,360000,183807
5007,439851,103967,360009,183809
5008,439990,104002,360135,183857
5009,440014,104011,360141,183884
5010,440028,104017,360152,183893
5011,440280,104075,360343,184012
5012,440315,104079,360367,184027
5013,440454,104115,360520,184049
5014,440505,104121,360572,184054
5015,440562,104135,360619,184078
5016,440569,104135,360621,184083
5017,440583,104142,360629,184096
5018,440609,104146,360639,184116
5019,440940,104220,360889,184271
5020,441256,104312,361120,184448
5021,441539,104391,361339,184591
5022,441574,104399,361364,184609
5023,441845,104458,361574,184729
5024,441851,104462,361577,184736
5025,442202,104552,361851,184903
5026,442218,104557,361857,184918
5027,442290,104568,361919,184939
5028,442303,104569,361929,184943
5029,442664,104656,362220,185100
5030,442680,104656,362229,185107
5031,442702,104661,362236,185127
5032,442763,104674,362289,185148
5033,442765,104675,362292,185148
5034,442776,104678,362300,185154
5035,442801,104687,362322,185166
5036,442839,104702,362374,185167
5037,442896,104710,362432,185174
5038,442904,104712,362436,185180
5039,442924,104717,362460,185181
5040,442976,104735,362520,185191
5041,443163,104778,362667,185274
5042,443171,104781,362670,185282
5043,443190,104786,362683,185293
5044,443206,104790,362699,185297
5045,443514,104858,362929,185443
5046,443563,104868,362986,185445
5047,443619,104876,363047,185448
5048,443794,104909,363181,185522
5049,443812,104917,363199,185530
5050,443853,104930,363243,185540
5051,443898,104933,363288,185543
5052,444108,104987,363452,185643
5053,444119,104989,363464,185644
5054,444509,105087,363763,185833
5055,444579,105096,363827,185848
5056,444615,105101,363846,185870
5057,444639,105109,363859,185889
5058,444649,105116,363864,185901
5059,444696,105124,363919,185901
5060,444717,105127,363931,185913
5061,444741,105132,363959,185914
5062,444796,105139,364015,185920
5063,444981,105182,364165,185998
5064,444981,105183,364165,185999
5065,445041,105193,364230,186004
5066,445041,105194,364230,186005
5067,445273,105250,364417,186106
5068,445452,105293,364566,186179
5069,445503,105299,364618,186184
5070,445509,105303,364618,186194
5071,445546,105309,364649,186206
5072,445712,105339,364767,186284
5073,445714,105340,364769,186285
5074,445797,105366,364836,186327
5075,445931,105413,364935,186409
5076,445956,105419,364944,186431
5077,445965,105425,364951,186439
5078,446286,105496,365200,186582
5079,446457,105540,365360,186637
5080,446489,105548,365395,186642
5081,446545,105558,365451,186652
5082,446547,105559,365452,186654
5083,446579,105567,365485,186661
5084,446923,105645,365728,186840
5085,447062,105699,365833,186928
5086,447319,105764,366029,187054
5087,447347,105772,366059,187060
5088,447359,105775,366065,187069
5089,447406,105783,366120,187069
5090,447736,105875,366382,187229
5091,447781,105886,366427,187240
5092,447825,105899,366454,187270
5093,447828,105904,366454,187278
5094,447867,105911,366480,187298
5095,447917,105922,366539,187300
5096,447939,105927,366548,187318
5097,448021,105941,366606,187356
5098,448049,105947,366613,187383
5099,448061,105950,366617,187394
5100,448360,106032,366866,187526
5101,448403,106036,366885,187554
5102,448443,106051,366939,187555
5103,448721,106108,367132,187697
5104,448748,106113,367160,187701
5105,448759,106117,367170,187706
5106,448772,106120,367171,187721
5107,449092,106178,367418,187852
5108,449140,106182,367467,187855
5109,449145,106182,367470,187857
5110,449360,106232,367652,187940
5111,449525,106275,367782,188018
5112,449762,106340,367965,188137
5113,449803,106348,368009,188142
5114,449813,106351,368012,188152
5115,449952,106377,368153,188176
5116,450057,106400,368237,188220
5117,450063,106400,368241,188222
5118,450127,106409,368305,188231
5119,450292,106452,368431,188313
5120,450338,106471,368473,188336
5121,450547,106518,368647,188418
5122,450597,106531,368700,188428
5123,450606,106531,368704,188433
5124,450704,106554,368774,188484
5125,450941,106607,368962,188586
5126,450992,106614,369020,188586
5127,451327,106691,369268,188750
5128,451344,106693,369282,188755
5129,451347,106693,369284,188756
5130,451468,106715,369380,188803
5131,451610,106772,369496,188886
5132,451611,106774,369498,188887
5133,451635,106780,369526,188889
5134,451762,106802,369657,188907
5135,451810,106810,369712,188908
5136,451810,106810,369712,188908
5137,451851,106822,369748,188925
5138,451869,106822,369760,188931
5139,451886,106824,369770,188940
5140,452088,106876,369927,189037
5141,452258,106913,370058,189113
5142,452294,106919,370095,189118
5143,452494,106969,370256,189207
5144,452826,107059,370524,189361
5145,452839,107062,370527,189374
5146,452857,107068,370539,189386
5147,452864,107069,370543,189390
5148,452935,107081,370593,189423
5149,453004,107099,370656,189447
5150,453358,107182,370909,189631
5151,453358,107182,370909,189631
5152,453384,107185,370919,189650
5153,453480,107209,370988,189701
5154,453505,107215,371017,189703
5155,453521,107217,371024,189714
5156,453643,107252,371148,189747
5157,453825,107298,371293,189830
5158,453845,107304,371307,189842
5159,453901,107318,371344,189875
5160,454070,107355,371474,189951
5161,454273,107406,371631,190048
5162,454402,107432,371724,190110
5163,454411,107432,371733,190110
5164,454730,107516,371977,190269
5165,454743,107518,371988,190273
5166,454761,107522,371996,190287
5167,454903,107553,372100,190356
5168,455236,107650,372361,190525
5169,455257,107654,372374,190537
5170,455301,107659,372406,190554
5171,455621,107724,372646,190699
5172,455655,107733,372669,190719
5173,455655,107733,372669,190719
5174,455745,107749,372751,190743
5175,455787,107763,372783,190767
5176,456110,107851,373032,190929
5177,456130,107856,373043,190943
5178,456191,107865,373105,190951
5179,456200,107867,373112,190955
5180,456203,107867,373114,190956
5181,456423,107933,373289,191067
5182,456438,107936,373303,191071
5183,456483,107944,373355,191072
5184,456523,107952,373396,191079
5185,456574,107961,373453,191082
5186,456587,107964,373460,191091
5187,456934,108047,373747,191234
5188,457062,108072,373861,191273
5189,457101,108080,373895,191286
5190,457149,108092,373929,191312
5191,457151,108094,373930,191315
5192,457225,108120,373991,191354
5193,457385,108161,374115,191431
5194,457708,108241,374375,191574
5195,457735,108244,374393,191586
5196,457736,108245,374394,191587
5197,457746,108250,374399,191597
5198,457748,108252,374402,191598
5199,457758,108256,374412,191602
5200,457921,108294,374551,191664
5201,458109,108343,374707,191745
5202,458142,108351,374731,191762
5203,458190,108362,374764,191788
5204,458229,108370,374804,191795
5205,458278,108384,374850,191812
5206,458290,108387,374858,191819
5207,458323,108396,374881,191838
5208,458530,108452,375044,191938
5209,458560,108459,375053,191966
5210,458602,108474,375109,191967
5211,458605,108475,375111,191969
5212,458652,108485,375148,191989
5213,458658,108487,375151,191994
5214,458785,108521,375244,192062
5215,458856,108533,375312,192077
5216,458875,108540,375318,192097
5217,459026,108574,375440,192160
5218,459037,108575,375449,192163
5219,459086,108589,375480,192195
5220,459099,108590,375489,192200
5221,459102,108590,375490,192202
5222,459131,108598,375521,192208
5223,459490,108687,375800,192377
5224,459509,108691,375816,192384
5225,459612,108717,375897,192432
5226,459701,108738,375954,192485
5227,459951,108797,376146,192602
5228,460006,108812,376203,192615
5229,460122,108842,376296,192668
5230,460123,108842,376297,192668
5231,460155,108849,376330,192674
5232,460169,108852,376342,192679
5233,460195,108858,376358,192695
5234,460547,108946,376638,192855
5235,460576,108955,376656,192875
5236,460578,108956,376657,192877
5237,460884,109022,376910,192996
5238,460910,109029,376930,193009
5239,460961,109037,376987,193011
5240,461007,109047,377043,193011
5241,461007,109047,377043,193011
5242,461015,109052,377050,193017
5243,461141,109069,377174,193036
5244,461142,109069,377174,193037
5245,461463,109150,377424,193189
5246,461538,109167,377492,193213
5247,461572,109176,377527,193221
5248,461633,109188,377595,193226
5249,461918,109250,377822,193346
5250,461943,109255,377833,193365
5251,462016,109271,377914,193373
5252,462144,109282,378040,193386
5253,462192,109290,378092,193390
5254,462210,109297,378099,193408
5255,462372,109329,378223,193478
5256,462381,109331,378232,193480
5257,462382,109331,378232,193481
5258,462388,109331,378237,193482
5259,462389,109333,378239,193483
5260,462432,109340,378261,193511
5261,462751,109407,378510,193648
5262,462768,109413,378514,193667
5263,462769,109414,378514,193669
5264,462814,109423,378559,193678
5265,463019,109474,378729,193764
5266,463137,109501,378826,193812
5267,463164,109510,378848,193826
5268,463473,109585,379110,193948
5269,463526,109597,379160,193963
5270,463530,109598,379164,193964
5271,463810,109666,379402,194074
5272,463853,109682,379459,194076
5273,463855,109684,379460,194079
5274,463918,109703,379528,194093
5275,463965,109713,379583,194095
5276,463970,109714,379583,194101
5277,464007,109729,379634,194102
5278,464266,109799,379840,194225
5279,464560,109865,380069,194356
5280,464569,109868,380071,194366
5281,464607,109882,380122,194367
5282,464885,109936,380321,194500
5283,465045,109969,380433,194581
5284,465391,110055,380694,194752
5285,465468,110068,380746,194790
5286,465494,110073,380756,194811
5287,465510,110078,380762,194826
5288,465545,110092,380810,194827
5289,465551,110093,380815,194829
5290,465668,110139,380899,194908
5291,465952,110202,381116,195038
5292,465965,110207,381123,195049
5293,466265,110279,381352,195192
5294,466312,110287,381407,195192
5295,466619,110363,381633,195349
5296,466812,110411,381791,195432
5297,466859,110419,381825,195453
5298,466906,110427,381880,195453
5299,467083,110467,382020,195530
5300,467416,110540,382268,195688
5301,467418,110541,382268,195691
5302,467430,110542,382276,195696
5303,467456,110549,382305,195700
5304,467517,110559,382369,195707
5305,467714,110615,382542,195787
5306,467734,110622,382563,195793
5307,467810,110635,382643,195802
5308,467810,110635,382643,195802
5309,468022,110683,382809,195896
5310,468024,110684,382811,195897
5311,468028,110687,382814,195901
5312,468332,110762,383054,196040
5313,468406,110773,383120,196059
5314,468579,110820,383260,196139
5315,468624,110831,383315,196140
5316,468828,110877,383467,196238
5317,468840,110885,383470,196255
5318,468857,110888,383481,196264
5319,468910,110896,383542,196264
5320,468925,110900,383547,196278
5321,468968,110911,383592,196287
5322,469014,110918,383645,196287
5323,469027,110920,383654,196293
5324,469091,110930,383719,196302
5325,469102,110934,383726,196310
5326,469162,110945,383793,196314
5327,469280,110974,383889,196365
5328,469303,110978,383907,196374
5329,469371,110994,383982,196383
